index_x,Date,log_return,index_y,Spread,index,volume
132,2021-07-14,-0.008078893592660301,132,0.5800540319235554,132,12572000
133,2021-07-15,0.001836924956624024,133,0.287177863843492,133,12465900
134,2021-07-16,-0.015010041152227826,134,0.3386735527539254,134,12595400
135,2021-07-19,-0.02104176793471188,135,0.10961460432557633,135,14043000
136,2021-07-20,0.032699574926270264,136,1.5183927830233905,136,11522300
137,2021-07-21,0.03574849393770869,137,1.0234123411117473,137,14116900
138,2021-07-22,-0.0011503333069969122,138,1.4874791359557311,138,9235300
139,2021-07-23,-0.010730132703749222,139,1.5413069764051435,139,13222800
140,2021-07-26,0.020828612334624054,140,0.5070110150719209,140,11420600
141,2021-07-27,-0.0006216719427833344,141,0.845436474790903,141,8972900
142,2021-07-28,-0.004258678527913564,142,0.2640573674693944,142,10054000
143,2021-07-29,0.002183510991144051,143,0.029448233091970658,143,9016200
144,2021-07-30,-0.0031207288307494273,144,0.4796835925864179,144,8320800
145,2021-08-02,0.0026013228473460524,145,0.7163724210354903,145,9409600
146,2021-08-03,0.0038375311698346137,146,0.16458521351791097,146,7044800
147,2021-08-04,-0.0032142446624107692,147,0.2237319541965771,147,7137500
148,2021-08-05,0.01586681642582281,148,1.223593068921444,148,5675000
149,2021-08-06,0.019235270887958154,149,0.8466812789947277,149,9317900
150,2021-08-09,0.010076351038124655,150,0.3401732481954337,150,8297700
151,2021-08-10,0.012821983133731082,151,0.25901747649182616,151,8490500
152,2021-08-11,0.01787145810874663,152,0.25784976361664297,152,8793200
153,2021-08-12,0.007576166018599485,153,1.1174436885838992,153,6302100
154,2021-08-13,-0.006998693304289906,154,1.1008287582460239,154,8312200
155,2021-08-16,-0.002118860629226639,155,0.4746172665141104,155,6540300
156,2021-08-17,-0.008228890597198092,156,0.6527595812967899,156,6492900
157,2021-08-18,-0.01577459420422994,157,0.28434231580967695,157,7839800
158,2021-08-19,-0.015224919564257405,158,0.14734909035653637,158,10644700
159,2021-08-20,0.009281969655197946,159,0.6145978660911252,159,6496900
160,2021-08-23,0.014791709841893562,160,0.5693379308050188,160,5430700
161,2021-08-24,0.009062110013786581,161,0.5000170592218217,161,5339700
162,2021-08-25,0.009653516760359688,162,1.5022651694218185,162,5612100
163,2021-08-26,-0.0024046566562998793,163,0.03860358744313146,163,6882800
164,2021-08-27,0.015385660295520754,164,0.20023338666198295,164,5900600
165,2021-08-30,-0.012981003639220815,165,0.1454905573427977,165,6459700
166,2021-08-31,0.003261119068524833,166,0.7176563082090331,166,7215100
167,2021-09-01,-0.0011497821311718512,167,0.23355517963185013,167,5762400
168,2021-09-02,0.004972796648791624,168,0.5580306682138729,168,5708400
169,2021-09-03,-0.005548147252466027,169,0.619445622642149,169,7195400
170,2021-09-07,-0.0006716854325528094,170,0.36840748751537755,170,6792100
171,2021-09-08,-0.00587246559213599,171,0.3037536567032135,171,5601000
172,2021-09-09,0.0026035080347103735,172,0.49677049720776395,172,6145700
173,2021-09-10,-0.0021208297959978296,173,0.39573528509883105,173,5958600
174,2021-09-13,0.007499302171302028,174,0.3882258047919026,174,6112200
175,2021-09-14,-0.024139583288894727,175,2.1393900959824688,175,8400600
176,2021-09-15,0.011027164465866057,176,1.7914044906012194,176,6691900
177,2021-09-16,-0.0055471865167959315,177,0.9158940753133207,177,5881600
178,2021-09-17,-0.007051260401707533,178,0.05501784086052454,178,17485600
179,2021-09-20,-0.031143377204131472,179,0.009177113653100206,179,15443800
180,2021-09-21,-0.0033513889201036103,180,0.5988796026815022,180,8985600
181,2021-09-22,0.025114327714173466,181,0.5552321220635662,181,9497700
182,2021-09-23,0.0269162314002952,182,0.04267665775370197,182,6087900
183,2021-09-24,-0.006199761879384184,183,1.2127290503921648,183,5529300
184,2021-09-27,0.021057407930998372,184,0.7379554020803848,184,8195200
185,2021-09-28,-0.029547361118701914,185,1.6080789099196604,185,14183500
186,2021-09-29,-0.02470484108011764,186,0.9916287415829738,186,11543000
187,2021-09-30,-0.022758327420790668,187,1.0542736034888478,187,12258400
188,2021-10-01,0.017723070209893024,188,0.7492689188640423,188,7912700
189,2021-10-04,-0.019368612424963984,189,0.4292975748456047,189,9482100
190,2021-10-05,0.020881791997268046,190,0.9008838196513774,190,8850300
191,2021-10-06,-0.0010085575885622649,191,0.01250195833518033,191,6912700
192,2021-10-07,-0.0030317902965183384,192,0.03852919279759045,192,7959600
193,2021-10-08,0.01247247951897248,193,0.06714789438626233,193,5301100
194,2021-10-11,-0.027873896763402455,194,0.839662283777639,194,7003900
195,2021-10-12,0.005023826268690698,195,1.0561234491429254,195,7913300
196,2021-10-13,0.008046907914997091,196,0.41264545825816235,196,10170900
197,2021-10-14,0.02445259040847889,197,0.790296108695227,197,14766800
198,2021-10-15,0.011124872254065325,198,2.1010278691471114,198,11678100
199,2021-10-18,-0.007172673508040771,199,1.840189060456545,199,8924300
200,2021-10-19,0.0033470825868842802,200,2.173282638187378,200,6189500
201,2021-10-20,-0.010770286593511797,201,1.1259411936231691,201,7426900
202,2021-10-21,-0.0037822766120469715,202,0.1877228348754451,202,5931400
203,2021-10-22,0.01504387297725077,203,0.5493738832245663,203,6761500
204,2021-10-25,0.0010799726809454235,204,0.8933223893541445,204,3836000
205,2021-10-26,0.015191620639170105,205,1.5092777672865132,205,7649500
206,2021-10-27,-0.01558420985089938,206,0.261041173994317,206,7542400
207,2021-10-28,0.006165281014850404,207,0.16579328322549092,207,6663000
208,2021-10-29,0.0027279711087658145,208,0.5840903753002801,208,8056900
209,2021-11-01,0.011800129454143915,209,0.3283273918193139,209,5432400
210,2021-11-02,0.006326136793223272,210,0.3508605852867723,210,7191700
211,2021-11-03,-0.019781636112212345,211,0.7628067480875794,211,9009000
212,2021-11-04,-0.027867412751622543,212,0.8117812927953535,212,14823800
213,2021-11-05,0.0008013806858544076,213,1.244913001120795,213,8449600
214,2021-11-08,0.002000570296126165,214,0.4145569235946973,214,7332000
215,2021-11-09,-0.003603974393941064,215,0.23936402352035044,215,8756900
216,2021-11-10,-0.01964821647622791,216,0.11975822661314392,216,9191500
217,2021-11-11,0.011289218749885671,217,0.058504206910911113,217,6249600
218,2021-11-12,0.009762078647654243,218,0.011755937291696793,218,7270300
219,2021-11-15,0.0035989303540372797,219,1.6167861704951816,219,5652200
220,2021-11-16,0.004778539240133214,220,1.803534867074498,220,6448500
221,2021-11-17,-0.030349681247593515,221,0.9785662944784894,221,9670700
222,2021-11-18,0.0,222,1.2132148371853142,222,6850200
223,2021-11-19,-0.007914082391464787,223,1.0365393685419007,223,9923400
224,2021-11-22,0.024564207032089322,224,0.21268529853666063,224,10430400
225,2021-11-23,0.02525236988120774,225,0.7009689125682227,225,8559200
226,2021-11-24,-0.007291369888364409,226,0.16694187734884772,226,7146400
227,2021-11-26,-0.032055016711189724,227,0.23830140485349577,227,11738200
228,2021-11-29,-0.007173600501704672,228,0.9176547726545529,228,13793400
229,2021-11-30,-0.025098986091765405,229,0.6061250640051253,229,20586200
230,2021-12-01,0.004629663542478911,230,0.4562439542448301,230,11708200
231,2021-12-02,0.037094696254734875,231,0.557554826631494,231,10685800
232,2021-12-03,-0.006596680205168175,232,0.23063013020855855,232,9811800
233,2021-12-06,0.01073534293789277,233,1.5253051572896987,233,9624500
234,2021-12-07,0.032019421793027115,234,0.707657458146509,234,10674400
235,2021-12-08,-0.01227009259181436,235,0.7355063228760288,235,9089700
236,2021-12-09,-0.006639257037871979,236,0.3906723850228723,236,7749600
237,2021-12-10,-0.02160781020722195,237,1.2508034309323535,237,10429000
238,2021-12-13,-0.012883635734034199,238,1.4122280615034137,238,10057100
239,2021-12-14,0.016838007321884885,239,1.442589042244192,239,11105900
240,2021-12-15,0.006153871731829455,240,0.1318303754296063,240,7055000
241,2021-12-16,0.008711843332953783,241,0.9034811411684539,241,7889900
242,2021-12-17,-0.03211546625733092,242,0.9175236582118023,242,20851400
243,2021-12-20,-0.01828616674681233,243,0.8979118986246858,243,11931400
244,2021-12-21,0.024853654792527585,244,0.7030311041254779,244,8235100
245,2021-12-22,0.005406311015896572,245,1.418990008506307,245,4798400
246,2021-12-23,0.010524214616335601,246,0.059394123750756665,246,4482200
247,2021-12-27,0.010613949640820854,247,0.32798993031881707,247,4196000
248,2021-12-28,-0.0042920692658420315,248,0.009395198527103629,248,4269700
249,2021-12-29,-0.012481267565275515,249,0.5114874987518971,249,6923100
250,2021-12-30,0.000708750017550264,250,0.7500460104173011,250,3564900
251,2021-12-31,-0.006498797931850417,251,0.6730093181682929,251,5124800
252,2022-01-03,0.02046956992872701,252,0.3477154631708332,252,8481900
253,2022-01-04,0.03981939219047876,253,0.4450103458240162,253,8967000
254,2022-01-05,-0.02505716994687971,254,0.49788941880355175,254,10288800
255,2022-01-06,0.016967719380506688,255,0.09099970738020018,255,10059200
256,2022-01-07,0.006073232906326449,256,1.6628491378458858,256,6128400
257,2022-01-10,0.0007685099959649837,257,0.6981605781943001,257,8904900
258,2022-01-11,0.01704398273621832,258,0.18441848603773547,258,7320200
259,2022-01-12,-0.02746973795074215,259,1.0074513309859412,259,10855200
260,2022-01-13,-0.004863822673688654,260,1.2362251587958222,260,6267700
261,2022-01-14,-0.03644354834466124,261,0.7531459840250843,261,16724900
262,2022-01-18,-0.05050578361856022,262,0.3437493876916964,262,21803100
263,2022-01-19,0.01813058171104647,263,0.16387430616689416,263,19716100
264,2022-01-20,0.041936993665116905,264,0.9283694575223415,264,22637600
265,2022-01-21,-0.009764043637350037,265,1.0068262098846728,265,22568300
266,2022-01-24,-0.007921223195818866,266,0.7816134465505767,266,19527300
267,2022-01-25,0.009740327323409402,267,0.04677225583473731,267,16060700
268,2022-01-26,0.011344906163899113,268,1.1202379081781046,268,13344400
269,2022-01-27,0.009735854354861432,269,0.219282056274925,269,17843100
270,2022-01-28,0.006405555395333909,270,0.7888770113260741,270,14044800
271,2022-01-31,0.007242841189647984,271,0.8891117356052862,271,8467000
272,2022-02-01,0.01365700966203791,272,0.5936293467836491,272,7885700
273,2022-02-02,-0.0002886302035867912,273,0.14266048685871277,273,9596300
274,2022-02-03,-0.015809429323268044,274,0.026642763586104432,274,5986500
275,2022-02-04,0.01763611292999842,275,0.8038103610776965,275,7881800
276,2022-02-07,0.010225132713434379,276,0.3258600338002782,276,9129000
277,2022-02-08,0.011062356235876373,277,0.5060314301480582,277,9249000
278,2022-02-09,0.02213224858515395,278,0.18708411623979512,278,11054300
279,2022-02-10,-0.01072598027677353,279,0.28304840010464594,279,8116200
280,2022-02-11,-0.02828509491480701,280,1.1991576335433565,280,9755900
281,2022-02-14,-0.019311211348083102,281,0.8566886192920464,281,11110300
282,2022-02-15,0.008349568996239344,282,0.5305029044192774,282,6714100
283,2022-02-16,-0.022290479641203696,283,0.1487448691241173,283,10190700
284,2022-02-17,-0.0506950907944983,284,1.2910517958950845,284,15620300
285,2022-02-18,-0.007621307006025507,285,0.707712525782668,285,16321800
286,2022-02-22,-0.007046336936002805,286,0.05740292279806178,286,9143700
287,2022-02-23,-0.012745758620761589,287,0.1474053343880728,287,8722200
288,2022-02-24,-0.0187748877781083,288,0.7392433475086803,288,18518000
289,2022-02-25,0.029407629817455844,289,0.40811879239660753,289,9717400
290,2022-02-28,-0.04113057668762819,290,0.533583472910459,290,17955100
291,2022-03-01,-0.03487487696867699,291,0.9149074931277614,291,18341800
292,2022-03-02,0.008522294900813332,292,0.8842928821663323,292,18007500
293,2022-03-03,-0.006811998271934552,293,0.6744136168708588,293,12197100
294,2022-03-04,-0.016309057639562637,294,0.7308871331906213,294,11950700
295,2022-03-07,-0.03427699917618532,295,0.46139461633832013,295,12680900
296,2022-03-08,-0.0016790528562104672,296,0.727542918125564,296,11641200
297,2022-03-09,0.04792673943832128,297,0.6253854874739188,297,12994600
298,2022-03-10,-0.017777230214960308,298,0.044222788777604,298,11351600
299,2022-03-11,-0.007951401827314214,299,0.08081616826868868,299,8568100
300,2022-03-14,-0.005414952375955748,300,0.3398246013639868,300,8280700
301,2022-03-15,0.018825467755549607,301,0.11131659894804431,301,8672400
302,2022-03-16,0.06099931264436593,302,1.349813439962855,302,17635900
303,2022-03-17,0.02262782076731463,303,0.07842362342776363,303,15156800
304,2022-03-18,0.010176037386439052,304,1.1320556909162116,304,16325400
305,2022-03-21,-0.023583220482762006,305,0.17219830397731037,305,8568700
306,2022-03-22,0.01723535245504073,306,0.9001483152183332,306,7565100
307,2022-03-23,-0.019722010956666477,307,0.41480394058803316,307,7465400
308,2022-03-24,-0.00270988196229639,308,1.0457725341469253,308,6488300
309,2022-03-25,0.002709881962296346,309,0.915386135777333,309,6592800
310,2022-03-28,-0.012088365522576298,310,0.21235959395851192,310,8680800
311,2022-03-29,0.006225782947837821,311,0.13831446024176047,311,7431600
312,2022-03-30,-0.01724275057400742,312,0.1117400817224514,312,7289800
313,2022-03-31,-0.03230984200230542,313,0.5407800598596009,313,8422700
314,2022-04-01,-0.004702155157805136,314,0.08996728886346507,314,8192300
315,2022-04-04,0.0033281825765042287,315,0.7878922197799516,315,8098900
316,2022-04-05,-0.023181381435284174,316,0.1612369402804459,316,11587400
317,2022-04-06,-0.025534331600078137,317,0.22201891518378153,317,10493200
318,2022-04-07,0.0,318,0.17131616076252676,318,11902900
319,2022-04-08,0.011125186029960392,319,0.43287606512787447,319,6937500
320,2022-04-11,-0.0004759747461026324,320,0.8649755404595607,320,8290400
321,2022-04-12,-0.001071704056441676,321,0.2835593020523161,321,8057300
322,2022-04-13,0.00238006718503018,322,0.9916777736346036,322,8760300
323,2022-04-14,0.007460569687541807,323,1.5788623787071967,323,16348400
324,2022-04-18,0.020089453545024796,324,0.28103015390733144,324,7897500
325,2022-04-19,0.027711451173586768,325,0.5879863855367525,325,12637700
326,2022-04-20,0.01893992564800313,326,0.26974531023010173,326,11828400
327,2022-04-21,-0.01893992564800306,327,1.5378492424379344,327,9563900
328,2022-04-22,-0.048036943332815746,328,0.22982184529757133,328,11455400
329,2022-04-25,0.0036516347346171657,329,0.732441387681286,329,11577600
330,2022-04-26,-0.032018028426193154,330,0.39832533660738356,330,10062000
331,2022-04-27,-0.001944388270008462,331,0.8975375015321425,331,9522900
332,2022-04-28,0.014371389633016419,332,0.37259426638876664,332,6974600
333,2022-04-29,-0.03427380076543021,333,0.8750946713390867,333,8097300
334,2022-05-02,0.01685678530510144,334,0.9559186588829317,334,8737100
335,2022-05-03,0.021604858504893475,335,0.32761964785496445,335,9430500
336,2022-05-04,0.04059750570512345,336,0.6266126268517093,336,10495000
337,2022-05-05,-0.026488522782459174,337,0.512234074077284,337,8556500
338,2022-05-06,-0.00839396144619845,338,0.361014286102969,338,7333600
339,2022-05-09,-0.037251879417851116,339,0.2532900895024575,339,11161000
340,2022-05-10,-0.011027921308642582,340,0.932432609207979,340,9261000
341,2022-05-11,-0.017216922084891544,341,0.34810982925390554,341,8060000
342,2022-05-12,-0.00381005108982468,342,0.2930763124690369,342,10315600
343,2022-05-13,0.02450954851023851,343,0.6839165274224736,343,7948000
344,2022-05-16,-0.007978094921083274,344,0.06351710052713354,344,5703600
345,2022-05-17,0.03722101027344581,345,0.20913205572667656,345,6507100
346,2022-05-18,-0.027382200026003025,346,0.006264666190261447,346,5949400
347,2022-05-19,-0.009088183934647024,347,0.2232352949651566,347,7852800
348,2022-05-20,-0.0074060004748108385,348,1.5902588738439936,348,8705000
349,2022-05-23,0.036372079615867116,349,0.29101350951168764,349,7787700
350,2022-05-24,-0.004261265123156389,350,0.7918096176172432,350,6225700
351,2022-05-25,0.003288927606230059,351,0.3713435078855488,351,6747800
352,2022-05-26,0.03313101668380404,352,0.41781909675624285,352,8573400
353,2022-05-27,0.016914920338140085,353,0.8206523403753514,353,6300000
354,2022-05-31,-0.003592304288068658,354,0.38027063005790346,354,10780700
355,2022-06-01,-0.013322616050071498,355,0.9927999701818004,355,6543900
356,2022-06-02,0.002350141526199239,356,1.1647787166555976,356,7468700
357,2022-06-03,-0.012757014531256005,357,0.5298958991221305,357,5276900
358,2022-06-06,0.008876322858550254,358,0.29612057138519726,358,4022400
359,2022-06-07,0.005405407663193544,359,0.005687343692235391,359,4514300
360,2022-06-08,-0.02527880285962275,360,0.9285242774348632,360,6787200
361,2022-06-09,-0.02482475106767107,361,0.6021848162495754,361,6951700
362,2022-06-10,-0.04743575976983081,362,1.0348513978992835,362,9671600
363,2022-06-13,-0.02910155811457884,363,0.44702404240230936,363,10446400
364,2022-06-14,-0.002930616478678573,364,0.3216412015523197,364,7400300
365,2022-06-15,0.014041793685921889,365,0.26981831592168015,365,9273300
366,2022-06-16,-0.02760727151358972,366,0.7985694471748644,366,11068400
367,2022-06-17,-0.014300487943218084,367,0.08817743767985933,367,17285900
368,2022-06-21,0.0234538743949061,368,1.2146331291248766,368,8063800
369,2022-06-22,-0.003086571992470833,369,1.0532782899526318,369,6322600
370,2022-06-23,-0.00579634024571643,370,0.48614417557197,370,7958000
371,2022-06-24,0.050738841532393164,371,0.7702939387940216,371,10795400
372,2022-06-27,-0.004894989140102932,372,1.769852131202536,372,5937600
373,2022-06-28,0.00925458009379088,373,1.4775694619198798,373,10259100
374,2022-06-29,0.0003837387719082372,374,1.1337244686307109,374,8534900
375,2022-06-30,-0.02761932295875622,375,0.5851814282174073,375,10182400
376,2022-07-01,0.00903091606561895,376,0.055088710084895694,376,6017500
377,2022-07-05,-0.00837371616867173,377,0.15726134941908182,377,8706900
378,2022-07-06,-0.008709525532197353,378,1.0973344186214924,378,6895900
379,2022-07-07,0.020205370776664126,379,0.6655093300087489,379,6258300
380,2022-07-08,-0.0033827056035794713,380,0.0651776446224626,380,5890500
381,2022-07-11,-0.011930703876336948,381,0.042878103647408426,381,4918900
382,2022-07-12,0.001581480889618008,382,1.4310406369672504,382,6558400
383,2022-07-13,-0.012722130873984641,383,0.7459045764946786,383,7780100
384,2022-07-14,-0.003875209022653297,384,1.462931287080338,384,13296200
385,2022-07-15,0.044003439005311146,385,0.03826627639850486,385,11663900
386,2022-07-18,0.010324450127689691,386,0.9665147311226778,386,11596800
387,2022-07-19,0.03476770191535323,387,0.13663104663732814,387,9952000
388,2022-07-20,0.001957617578693095,388,0.9948187306013503,388,7653400
389,2022-07-21,0.01468204650643982,389,0.6815767618600556,389,9053400
390,2022-07-22,-0.0071320501622744725,390,0.021232119396172013,390,6564000
391,2022-07-25,0.0014547553073570244,391,1.1475890720072448,391,6208200
392,2022-07-26,-0.021551000510931253,392,1.2474864715422553,392,7121600
393,2022-07-27,0.021066317183012256,393,0.04925853346720245,393,7751300
